"source_code","target_code","target_name"
"7508011000006110","I20","Ischemic Heart Disease"
"7518981000006118","I20","Ischemic Heart Disease"
"7519001000006115","I20","Ischemic Heart Disease"
"7844010","I20","Ischemic Heart Disease"
"7845011","I20","Ischemic Heart Disease"
"7847015","I20","Ischemic Heart Disease"
"7966951000006119","I20","Ischemic Heart Disease"
"813961000006116","I20","Ischemic Heart Disease"
"854491000006113","I20","Ischemic Heart Disease"
"857341000006118","I20","Ischemic Heart Disease"
"865031000006114","I20","Ischemic Heart Disease"
"865171000006113","I20","Ischemic Heart Disease"
"865181000006111","I20","Ischemic Heart Disease"
"865191000006114","I20","Ischemic Heart Disease"
"865261000006113","I20","Ischemic Heart Disease"
"865281000006115","I20","Ischemic Heart Disease"
"865291000006117","I20","Ischemic Heart Disease"
"865311000006118","I20","Ischemic Heart Disease"
"865321000006114","I20","Ischemic Heart Disease"
"884141000006116","I20","Ischemic Heart Disease"
"884151000006119","I20","Ischemic Heart Disease"
"884161000006117","I20","Ischemic Heart Disease"
"884171000006112","I20","Ischemic Heart Disease"
"884411000006110","I20","Ischemic Heart Disease"
"89332015","I20","Ischemic Heart Disease"
"89711000006118","I20","Ischemic Heart Disease"
"89731000006112","I20","Ischemic Heart Disease"
"931961000006117","I20","Ischemic Heart Disease"
"932081000006118","I20","Ischemic Heart Disease"
"933021000006113","I20","Ischemic Heart Disease"
"94884017","I20","Ischemic Heart Disease"
"967931000006114","I20","Ischemic Heart Disease"
"987721000006111","I20","Ischemic Heart Disease"
"987731000006114","I20","Ischemic Heart Disease"
"I210","I20","Ischemic Heart Disease"
"I211","I20","Ischemic Heart Disease"
"I212","I20","Ischemic Heart Disease"
"I213","I20","Ischemic Heart Disease"
"I236","I20","Ischemic Heart Disease"
"I24","I20","Ischemic Heart Disease"
"I240","I20","Ischemic Heart Disease"
"I248","I20","Ischemic Heart Disease"
"I249","I20","Ischemic Heart Disease"
"I25","I20","Ischemic Heart Disease"
"I250","I20","Ischemic Heart Disease"
"I251","I20","Ischemic Heart Disease"
"I258","I20","Ischemic Heart Disease"
"I259","I20","Ischemic Heart Disease"
"I256","I20","Ischemic Heart Disease"
"I241","I20","Ischemic Heart Disease"
"I20","I20","Ischemic Heart Disease"
"I200","I20","Ischemic Heart Disease"
"I201","I20","Ischemic Heart Disease"
"I208","I20","Ischemic Heart Disease"
"I209","I20","Ischemic Heart Disease"
"I21","I20","Ischemic Heart Disease"
"I214","I20","Ischemic Heart Disease"
"I219","I20","Ischemic Heart Disease"
"I22","I20","Ischemic Heart Disease"
"I220","I20","Ischemic Heart Disease"
"I221","I20","Ischemic Heart Disease"
"I228","I20","Ischemic Heart Disease"
"I229","I20","Ischemic Heart Disease"
"I23","I20","Ischemic Heart Disease"
"I230","I20","Ischemic Heart Disease"
"I231","I20","Ischemic Heart Disease"
"I232","I20","Ischemic Heart Disease"
"I233","I20","Ischemic Heart Disease"
"I234","I20","Ischemic Heart Disease"
"I235","I20","Ischemic Heart Disease"
"I238","I20","Ischemic Heart Disease"
"I252","I20","Ischemic Heart Disease"
"2855351000006111","I21","Myocardial infarction"
"299808017","I21","Myocardial infarction"
"118831000006118","I21","Myocardial infarction"
"299811016","I21","Myocardial infarction"
"6651221000006117","I21","Myocardial infarction"
"300881018","I21","Myocardial infarction"
"1780501013","I21","Myocardial infarction"
"299711010","I21","Myocardial infarction"
"3784911000006111","I21","Myocardial infarction"
"3452181000006112","I21","Myocardial infarction"
"447324018","I21","Myocardial infarction"
"537751000006115","I21","Myocardial infarction"
"3784921000006115","I21","Myocardial infarction"
"5935321000006111","I21","Myocardial infarction"
"5974481000006116","I21","Myocardial infarction"
"299710011","I21","Myocardial infarction"
"6619201000006117","I21","Myocardial infarction"
"3343471000006116","I21","Myocardial infarction"
"299721019","I21","Myocardial infarction"
"4775891000006119","I21","Myocardial infarction"
"219531000000117","I21","Myocardial infarction"
"967931000006114","I21","Myocardial infarction"
"230021000006115","I21","Myocardial infarction"
"12220751000006113","I21","Myocardial infarction"
"299708014","I21","Myocardial infarction"
"3745741000006117","I21","Myocardial infarction"
"109915012","I21","Myocardial infarction"
"6348651000006112","I21","Myocardial infarction"
"299714019","I21","Myocardial infarction"
"212061000006119","I21","Myocardial infarction"
"460681000006116","I21","Myocardial infarction"
"212091000006110","I21","Myocardial infarction"
"3576371000006117","I21","Myocardial infarction"
"2855341000006114","I21","Myocardial infarction"
"3427201000006111","I21","Myocardial infarction"
"299712015","I21","Myocardial infarction"
"212071000006114","I21","Myocardial infarction"
"455651000006114","I21","Myocardial infarction"
"3565871000006113","I21","Myocardial infarction"
"1780491019","I21","Myocardial infarction"
"1234306015","I21","Myocardial infarction"
"5056951000006117","I21","Myocardial infarction"
"4031011","I21","Myocardial infarction"
"5056461000006113","I21","Myocardial infarction"
"1738171000006114","I21","Myocardial infarction"
"299709018","I21","Myocardial infarction"
"116992017","I21","Myocardial infarction"
"4776221000006110","I21","Myocardial infarction"
"455422014","I21","Myocardial infarction"
"932081000006118","I21","Myocardial infarction"
"299813018","I21","Myocardial infarction"
"3699911000006119","I21","Myocardial infarction"
"362461000006119","I21","Myocardial infarction"
"455423016","I21","Myocardial infarction"
"4540481000006111","I21","Myocardial infarction"
"905351000006113","I21","Myocardial infarction"
"299718016","I21","Myocardial infarction"
"450322013","I21","Myocardial infarction"
"212081000006112","I21","Myocardial infarction"
"3381601000006117","I21","Myocardial infarction"
"2855301000006112","I21","Myocardial infarction"
"3641641000006116","I21","Myocardial infarction"
"3576391000006116","I21","Myocardial infarction"
"300882013","I21","Myocardial infarction"
"299720018","I21","Myocardial infarction"
"208365015","I21","Myocardial infarction"
"3699921000006110","I21","Myocardial infarction"
"1218860015","I21","Myocardial infarction"
"4540461000006118","I21","Myocardial infarction"
"457531000006110","I21","Myocardial infarction"
"6619191000006115","I21","Myocardial infarction"
"455641000006112","I21","Myocardial infarction"
"1234005010","I21","Myocardial infarction"
"94884017","I21","Myocardial infarction"
"67081000006119","I21","Myocardial infarction"
"350376014","I21","Myocardial infarction"
"12221301000006119","I21","Myocardial infarction"
"299707016","I21","Myocardial infarction"
"884151000006119","I21","Myocardial infarction"
"299812011","I21","Myocardial infarction"
"I22","I21","Myocardial infarction"
"I241","I21","Myocardial infarction"
"I252","I21","Myocardial infarction"
"I23","I21","Myocardial infarction"
"I21","I21","Myocardial infarction"
"31361000006114","I73","Peripheral artery disease"
"1823971000006118","I73","Peripheral artery disease"
"4667771000006118","I73","Peripheral artery disease"
"349671012","I73","Peripheral artery disease"
"5058021000006114","I73","Peripheral artery disease"
"271671017","I73","Peripheral artery disease"
"349661010","I73","Peripheral artery disease"
"216701000006116","I73","Peripheral artery disease"
"382221000000117","I73","Peripheral artery disease"
"3836711000006114","I73","Peripheral artery disease"
"6015561000006112","I73","Peripheral artery disease"
"639441000006111","I73","Peripheral artery disease"
"272056019","I73","Peripheral artery disease"
"5050061000006118","I73","Peripheral artery disease"
"271607017","I73","Peripheral artery disease"
"443199013","I73","Peripheral artery disease"
"5050051000006115","I73","Peripheral artery disease"
"6632271000006113","I73","Peripheral artery disease"
"913621000006112","I73","Peripheral artery disease"
"410986018","I73","Peripheral artery disease"
"5967961000006116","I73","Peripheral artery disease"
"201771000006117","I73","Peripheral artery disease"
"4214841000006111","I73","Peripheral artery disease"
"771351000006111","I73","Peripheral artery disease"
"1222508013","I73","Peripheral artery disease"
"410985019","I73","Peripheral artery disease"
"530821000006116","I73","Peripheral artery disease"
"6632261000006118","I73","Peripheral artery disease"
"272003016","I73","Peripheral artery disease"
"12731161000006112","I73","Peripheral artery disease"
"5047871000006117","I73","Peripheral artery disease"
"218531000000113","I73","Peripheral artery disease"
"641711000006115","I73","Peripheral artery disease"
"772141000006118","I73","Peripheral artery disease"
"5049951000006113","I73","Peripheral artery disease"
"317351012","I73","Peripheral artery disease"
"300534011","I73","Peripheral artery disease"
"84411000006111","I73","Peripheral artery disease"
"84781000006112","I73","Peripheral artery disease"
"530791000006113","I73","Peripheral artery disease"
"5049971000006115","I73","Peripheral artery disease"
"375462013","I73","Peripheral artery disease"
"271613014","I73","Peripheral artery disease"
"350533013","I73","Peripheral artery disease"
"2377911000000114","I73","Peripheral artery disease"
"5592141000006110","I73","Peripheral artery disease"
"300496013","I73","Peripheral artery disease"
"349670013","I73","Peripheral artery disease"
"641681000006116","I73","Peripheral artery disease"
"7703651000006112","I73","Peripheral artery disease"
"530811000006112","I73","Peripheral artery disease"
"639551000006114","I73","Peripheral artery disease"
"640081000006119","I73","Peripheral artery disease"
"238621000006112","I73","Peripheral artery disease"
"271639012","I73","Peripheral artery disease"
"349669012","I73","Peripheral artery disease"
"292543014","I73","Peripheral artery disease"
"216711000006118","I73","Peripheral artery disease"
"4668151000006111","I73","Peripheral artery disease"
"300538014","I73","Peripheral artery disease"
"530781000006110","I73","Peripheral artery disease"
"271865013","I73","Peripheral artery disease"
"4391131000006116","I73","Peripheral artery disease"
"239491000006117","I73","Peripheral artery disease"
"300547018","I73","Peripheral artery disease"
"300510018","I73","Peripheral artery disease"
"256133012","I73","Peripheral artery disease"
"3347911000006112","I73","Peripheral artery disease"
"5058081000006113","I73","Peripheral artery disease"
"530841000006111","I73","Peripheral artery disease"
"113137016","I73","Peripheral artery disease"
"264761000006113","I73","Peripheral artery disease"
"272052017","I73","Peripheral artery disease"
"458505013","I73","Peripheral artery disease"
"668731000006114","I73","Peripheral artery disease"
"272033011","I73","Peripheral artery disease"
"4668171000006118","I73","Peripheral artery disease"
"5898341000006114","I73","Peripheral artery disease"
"272035016","I73","Peripheral artery disease"
"639411000006112","I73","Peripheral artery disease"
"3326641000006119","I73","Peripheral artery disease"
"349662015","I73","Peripheral artery disease"
"36061000006118","I73","Peripheral artery disease"
"410964019","I73","Peripheral artery disease"
"2948521000006111","I73","Peripheral artery disease"
"2878341000006117","I73","Peripheral artery disease"
"3322951000006112","I73","Peripheral artery disease"
"349666017","I73","Peripheral artery disease"
"5057981000006111","I73","Peripheral artery disease"
"2948531000006114","I73","Peripheral artery disease"
"271603018","I73","Peripheral artery disease"
"2185971000000113","I73","Peripheral artery disease"
"5056251000006110","I73","Peripheral artery disease"
"300509011","I73","Peripheral artery disease"
"300542012","I73","Peripheral artery disease"
"7144131000006110","I73","Peripheral artery disease"
"8009281000006110","I73","Peripheral artery disease"
"394332017","I73","Peripheral artery disease"
"4583161000006113","I73","Peripheral artery disease"
"4193011000006119","I73","Peripheral artery disease"
"271670016","I73","Peripheral artery disease"
"272032018","I73","Peripheral artery disease"
"530141000006115","I73","Peripheral artery disease"
"5999041000006113","I73","Peripheral artery disease"
"5058041000006119","I73","Peripheral artery disease"
"272014018","I73","Peripheral artery disease"
"300555013","I73","Peripheral artery disease"
"458507017","I73","Peripheral artery disease"
"530151000006118","I73","Peripheral artery disease"
"300550015","I73","Peripheral artery disease"
"639601000006111","I73","Peripheral artery disease"
"641691000006118","I73","Peripheral artery disease"
"639471000006115","I73","Peripheral artery disease"
"272055015","I73","Peripheral artery disease"
"300504018","I73","Peripheral artery disease"
"349663013","I73","Peripheral artery disease"
"4214791000006113","I73","Peripheral artery disease"
"2545701000006112","I73","Peripheral artery disease"
"639421000006116","I73","Peripheral artery disease"
"6633851000006110","I73","Peripheral artery disease"
"639591000006115","I73","Peripheral artery disease"
"3322941000006110","I73","Peripheral artery disease"
"317343014","I73","Peripheral artery disease"
"6970631000006112","I73","Peripheral artery disease"
"3326611000006118","I73","Peripheral artery disease"
"639581000006118","I73","Peripheral artery disease"
"292541011","I73","Peripheral artery disease"
"491581000006110","I73","Peripheral artery disease"
"272013012","I73","Peripheral artery disease"
"530201000006110","I73","Peripheral artery disease"
"4666391000006119","I73","Peripheral artery disease"
"2186011000000113","I73","Peripheral artery disease"
"1548451000006111","I73","Peripheral artery disease"
"2377871000000112","I73","Peripheral artery disease"
"300434013","I73","Peripheral artery disease"
"785611000006113","I73","Peripheral artery disease"
"84701000006115","I73","Peripheral artery disease"
"639541000006112","I73","Peripheral artery disease"
"271867017","I73","Peripheral artery disease"
"4667271000006114","I73","Peripheral artery disease"
"12729241000006119","I73","Peripheral artery disease"
"742481000006118","I73","Peripheral artery disease"
"913931000006116","I73","Peripheral artery disease"
"1548341000006118","I73","Peripheral artery disease"
"31351000006112","I73","Peripheral artery disease"
"271416011","I73","Peripheral artery disease"
"271633013","I73","Peripheral artery disease"
"6019801000006110","I73","Peripheral artery disease"
"913921000006119","I73","Peripheral artery disease"
"4667261000006119","I73","Peripheral artery disease"
"530131000006113","I73","Peripheral artery disease"
"530831000006118","I73","Peripheral artery disease"
"7707591000006113","I73","Peripheral artery disease"
"639401000006114","I73","Peripheral artery disease"
"530171000006111","I73","Peripheral artery disease"
"530211000006113","I73","Peripheral artery disease"
"5056261000006112","I73","Peripheral artery disease"
"300970017","I73","Peripheral artery disease"
"410983014","I73","Peripheral artery disease"
"2157376018","I73","Peripheral artery disease"
"5048871000006118","I73","Peripheral artery disease"
"5058071000006110","I73","Peripheral artery disease"
"349664019","I73","Peripheral artery disease"
"105536013","I73","Peripheral artery disease"
"300553018","I73","Peripheral artery disease"
"394346017","I73","Peripheral artery disease"
"5050041000006117","I73","Peripheral artery disease"
"300436010","I73","Peripheral artery disease"
"5050001000006119","I73","Peripheral artery disease"
"411512011","I73","Peripheral artery disease"
"350540014","I73","Peripheral artery disease"
"3836741000006113","I73","Peripheral artery disease"
"5048841000006114","I73","Peripheral artery disease"
"300541017","I73","Peripheral artery disease"
"453932012","I73","Peripheral artery disease"
"395791015","I73","Peripheral artery disease"
"300963017","I73","Peripheral artery disease"
"5049981000006117","I73","Peripheral artery disease"
"300515011","I73","Peripheral artery disease"
"4214801000006114","I73","Peripheral artery disease"
"639451000006113","I73","Peripheral artery disease"
"4214861000006110","I73","Peripheral artery disease"
"4214851000006113","I73","Peripheral artery disease"
"1847121000006114","I73","Peripheral artery disease"
"272031013","I73","Peripheral artery disease"
"272097014","I73","Peripheral artery disease"
"530111000006119","I73","Peripheral artery disease"
"5058001000006116","I73","Peripheral artery disease"
"5492261000006112","I73","Peripheral artery disease"
"2545681000006114","I73","Peripheral artery disease"
"317349013","I73","Peripheral artery disease"
"641541000006114","I73","Peripheral artery disease"
"300514010","I73","Peripheral artery disease"
"4214821000006116","I73","Peripheral artery disease"
"6961101000006114","I73","Peripheral artery disease"
"8009291000006113","I73","Peripheral artery disease"
"1715241000006112","I73","Peripheral artery disease"
"3215871000006116","I73","Peripheral artery disease"
"300500010","I73","Peripheral artery disease"
"394339014","I73","Peripheral artery disease"
"4214831000006118","I73","Peripheral artery disease"
"4778691000006110","I73","Peripheral artery disease"
"394338018","I73","Peripheral artery disease"
"530191000006112","I73","Peripheral artery disease"
"6510211000006118","I73","Peripheral artery disease"
"639461000006110","I73","Peripheral artery disease"
"1699111000006110","I73","Peripheral artery disease"
"530121000006110","I73","Peripheral artery disease"
"4778981000006116","I73","Peripheral artery disease"
"639501000006110","I73","Peripheral artery disease"
"668741000006116","I73","Peripheral artery disease"
"3220141000006119","I73","Peripheral artery disease"
"300507013","I73","Peripheral artery disease"
"6714361000006116","I73","Peripheral artery disease"
"7484041000006110","I73","Peripheral artery disease"
"300505017","I73","Peripheral artery disease"
"300557017","I73","Peripheral artery disease"
"411214011","I73","Peripheral artery disease"
"394329015","I73","Peripheral artery disease"
"639491000006119","I73","Peripheral artery disease"
"394328011","I73","Peripheral artery disease"
"639561000006111","I73","Peripheral artery disease"
"32181000006113","I73","Peripheral artery disease"
"6961091000006115","I73","Peripheral artery disease"
"6632231000006110","I73","Peripheral artery disease"
"271868010","I73","Peripheral artery disease"
"300559019","I73","Peripheral artery disease"
"300506016","I73","Peripheral artery disease"
"300508015","I73","Peripheral artery disease"
"12733151000006114","I73","Peripheral artery disease"
"530801000006114","I73","Peripheral artery disease"
"235911000006116","I73","Peripheral artery disease"
"6970621000006114","I73","Peripheral artery disease"
"787101000006114","I73","Peripheral artery disease"
"350535018","I73","Peripheral artery disease"
"272034017","I73","Peripheral artery disease"
"639431000006118","I73","Peripheral artery disease"
"3532661000006118","I73","Peripheral artery disease"
"3326621000006114","I73","Peripheral artery disease"
"410982016","I73","Peripheral artery disease"
"450665015","I73","Peripheral artery disease"
"458506014","I73","Peripheral artery disease"
"493423011","I73","Peripheral artery disease"
"395792010","I73","Peripheral artery disease"
"349667014","I73","Peripheral artery disease"
"300433019","I73","Peripheral artery disease"
"3322961000006114","I73","Peripheral artery disease"
"300959012","I73","Peripheral artery disease"
"6510231000006112","I73","Peripheral artery disease"
"8014491000006111","I73","Peripheral artery disease"
"239511000006111","I73","Peripheral artery disease"
"4778681000006112","I73","Peripheral artery disease"
"6632251000006115","I73","Peripheral artery disease"
"1847211000006112","I73","Peripheral artery disease"
"884571000006119","I73","Peripheral artery disease"
"2878311000006116","I73","Peripheral artery disease"
"2948511000006115","I73","Peripheral artery disease"
"2762941000006113","I73","Peripheral artery disease"
"410984015","I73","Peripheral artery disease"
"349677011","I73","Peripheral artery disease"
"7347571000006118","I73","Peripheral artery disease"
"1215879016","I73","Peripheral artery disease"
"5050031000006110","I73","Peripheral artery disease"
"530161000006116","I73","Peripheral artery disease"
"899251000006110","I73","Peripheral artery disease"
"300539018","I73","Peripheral artery disease"
"3326631000006112","I73","Peripheral artery disease"
"271905011","I73","Peripheral artery disease"
"4785031000006115","I73","Peripheral artery disease"
"192131000006114","I73","Peripheral artery disease"
"272018015","I73","Peripheral artery disease"
"410965018","I73","Peripheral artery disease"
"6015601000006112","I73","Peripheral artery disease"
"884661000006110","I73","Peripheral artery disease"
"349668016","I73","Peripheral artery disease"
"641701000006118","I73","Peripheral artery disease"
"501011000006118","I73","Peripheral artery disease"
"271602011","I73","Peripheral artery disease"
"271900018","I73","Peripheral artery disease"
"271654018","I73","Peripheral artery disease"
"5050071000006113","I73","Peripheral artery disease"
"5568871000006110","I73","Peripheral artery disease"
"300540016","I73","Peripheral artery disease"
"271901019","I73","Peripheral artery disease"
"6632221000006112","I73","Peripheral artery disease"
"639571000006116","I73","Peripheral artery disease"
"300554012","I73","Peripheral artery disease"
"2184631000000119","I73","Peripheral artery disease"
"1548301000006115","I73","Peripheral artery disease"
"300511019","I73","Peripheral artery disease"
"317344015","I73","Peripheral artery disease"
"455901014","I73","Peripheral artery disease"
"394323019","I73","Peripheral artery disease"
"300543019","I73","Peripheral artery disease"
"359071000000111","I73","Peripheral artery disease"
"5049991000006119","I73","Peripheral artery disease"
"84331000006112","I73","Peripheral artery disease"
"6961081000006118","I73","Peripheral artery disease"
"349665018","I73","Peripheral artery disease"
"5058091000006111","I73","Peripheral artery disease"
"456363010","I73","Peripheral artery disease"
"272017013","I73","Peripheral artery disease"
"300556014","I73","Peripheral artery disease"
"913941000006114","I73","Peripheral artery disease"
"I7021","I73","Peripheral artery disease"
"I7081","I73","Peripheral artery disease"
"I745","I73","Peripheral artery disease"
"I724","I73","Peripheral artery disease"
"I792","I73","Peripheral artery disease"
"I739","I73","Peripheral artery disease"
"E105","I73","Peripheral artery disease"
"I7091","I73","Peripheral artery disease"
"I742","I73","Peripheral artery disease"
"I708","I73","Peripheral artery disease"
"I702","I73","Peripheral artery disease"
"I7020","I73","Peripheral artery disease"
"I721","I73","Peripheral artery disease"
"I731","I73","Peripheral artery disease"
"I771","I73","Peripheral artery disease"
"R02","I73","Peripheral artery disease"
"I738","I73","Peripheral artery disease"
"I730","I73","Peripheral artery disease"
"I744","I73","Peripheral artery disease"
"I73","I73","Peripheral artery disease"
"I743","I73","Peripheral artery disease"
"251692018","G45.8","Transient Ischemic Attack"
"8231151000006110","G45.8","Transient Ischemic Attack"
"5011491000006115","G45.8","Transient Ischemic Attack"
"395788015","G45.8","Transient Ischemic Attack"
"5492201000006111","G45.8","Transient Ischemic Attack"
"395783012","G45.8","Transient Ischemic Attack"
"1667741000000110","G45.8","Transient Ischemic Attack"
"988951000006117","G45.8","Transient Ischemic Attack"
"345684012","G45.8","Transient Ischemic Attack"
"884511000006111","G45.8","Transient Ischemic Attack"
"11920121000006117","G45.8","Transient Ischemic Attack"
"G460","G45.8","Transient Ischemic Attack"
"G461","G45.8","Transient Ischemic Attack"
"G454","G45.8","Transient Ischemic Attack"
"G459","G45.8","Transient Ischemic Attack"
"I672","G45.8","Transient Ischemic Attack"
"G450","G45.8","Transient Ischemic Attack"
"G465","G45.8","Transient Ischemic Attack"
"I661","G45.8","Transient Ischemic Attack"
"I658","G45.8","Transient Ischemic Attack"
"G462","G45.8","Transient Ischemic Attack"
"I664","G45.8","Transient Ischemic Attack"
"I652","G45.8","Transient Ischemic Attack"
"I663","G45.8","Transient Ischemic Attack"
"I650","G45.8","Transient Ischemic Attack"
"G466","G45.8","Transient Ischemic Attack"
"G458","G45.8","Transient Ischemic Attack"
"I659","G45.8","Transient Ischemic Attack"
"I65","G45.8","Transient Ischemic Attack"
"G468","G45.8","Transient Ischemic Attack"
"I669","G45.8","Transient Ischemic Attack"
"I66","G45.8","Transient Ischemic Attack"
"I651","G45.8","Transient Ischemic Attack"
"G467","G45.8","Transient Ischemic Attack"
"G463","G45.8","Transient Ischemic Attack"
"I653","G45.8","Transient Ischemic Attack"
"G452","G45.8","Transient Ischemic Attack"
"G464","G45.8","Transient Ischemic Attack"
"G453","G45.8","Transient Ischemic Attack"
"I662","G45.8","Transient Ischemic Attack"
"I679","G45.8","Transient Ischemic Attack"
"G451","G45.8","Transient Ischemic Attack"
"I668","G45.8","Transient Ischemic Attack"
"I660","G45.8","Transient Ischemic Attack"
"116861000006111","A52.0","Valvular disease"
"11927251000006117","A52.0","Valvular disease"
"1232103019","A52.0","Valvular disease"
"172601000006117","A52.0","Valvular disease"
"299603011","A52.0","Valvular disease"
"299607012","A52.0","Valvular disease"
"299608019","A52.0","Valvular disease"
"299609010","A52.0","Valvular disease"
"299988019","A52.0","Valvular disease"
"299990018","A52.0","Valvular disease"
"299991019","A52.0","Valvular disease"
"3483911000006115","A52.0","Valvular disease"
"377722014","A52.0","Valvular disease"
"377727015","A52.0","Valvular disease"
"105301000006111","A52.0","Valvular disease"
"105381000006119","A52.0","Valvular disease"
"112523010","A52.0","Valvular disease"
"120221015","A52.0","Valvular disease"
"1219795015","A52.0","Valvular disease"
"1222306011","A52.0","Valvular disease"
"1222307019","A52.0","Valvular disease"
"1222308012","A52.0","Valvular disease"
"1222309016","A52.0","Valvular disease"
"1222314017","A52.0","Valvular disease"
"1222315016","A52.0","Valvular disease"
"1222316015","A52.0","Valvular disease"
"1222317012","A52.0","Valvular disease"
"1222319010","A52.0","Valvular disease"
"1222320016","A52.0","Valvular disease"
"1234383014","A52.0","Valvular disease"
"1235697018","A52.0","Valvular disease"
"125481000006119","A52.0","Valvular disease"
"12717041000006110","A52.0","Valvular disease"
"12719421000006115","A52.0","Valvular disease"
"12720241000006110","A52.0","Valvular disease"
"12726471000006118","A52.0","Valvular disease"
"12726491000006117","A52.0","Valvular disease"
"12729191000006119","A52.0","Valvular disease"
"12759331000006115","A52.0","Valvular disease"
"145956019","A52.0","Valvular disease"
"1478969019","A52.0","Valvular disease"
"1546531000006118","A52.0","Valvular disease"
"1546821000006118","A52.0","Valvular disease"
"1547091000006111","A52.0","Valvular disease"
"1547111000006119","A52.0","Valvular disease"
"1547261000006111","A52.0","Valvular disease"
"159271000006119","A52.0","Valvular disease"
"1701621000006116","A52.0","Valvular disease"
"1705016","A52.0","Valvular disease"
"1716111000006113","A52.0","Valvular disease"
"1716711000006112","A52.0","Valvular disease"
"176251000006117","A52.0","Valvular disease"
"182121000006110","A52.0","Valvular disease"
"182131000006113","A52.0","Valvular disease"
"188662011","A52.0","Valvular disease"
"193911000006111","A52.0","Valvular disease"
"193971000006119","A52.0","Valvular disease"
"193991000006118","A52.0","Valvular disease"
"194021000006117","A52.0","Valvular disease"
"204071000006116","A52.0","Valvular disease"
"204181000006117","A52.0","Valvular disease"
"204211000006118","A52.0","Valvular disease"
"204241000006119","A52.0","Valvular disease"
"219511000000113","A52.0","Valvular disease"
"233261000006114","A52.0","Valvular disease"
"2471474013","A52.0","Valvular disease"
"2478805011","A52.0","Valvular disease"
"250411000006119","A52.0","Valvular disease"
"2504401000006110","A52.0","Valvular disease"
"2504421000006117","A52.0","Valvular disease"
"2504431000006119","A52.0","Valvular disease"
"2536641017","A52.0","Valvular disease"
"2540081000006113","A52.0","Valvular disease"
"254161015","A52.0","Valvular disease"
"2602511000006114","A52.0","Valvular disease"
"2602521000006118","A52.0","Valvular disease"
"2602541000006113","A52.0","Valvular disease"
"2602551000006110","A52.0","Valvular disease"
"2639211000006112","A52.0","Valvular disease"
"2675255018","A52.0","Valvular disease"
"2688731000006112","A52.0","Valvular disease"
"2692588013","A52.0","Valvular disease"
"270869013","A52.0","Valvular disease"
"270874017","A52.0","Valvular disease"
"270876015","A52.0","Valvular disease"
"270877012","A52.0","Valvular disease"
"270917019","A52.0","Valvular disease"
"270932014","A52.0","Valvular disease"
"270933016","A52.0","Valvular disease"
"270934010","A52.0","Valvular disease"
"270935011","A52.0","Valvular disease"
"270944012","A52.0","Valvular disease"
"270949019","A52.0","Valvular disease"
"270950019","A52.0","Valvular disease"
"270951015","A52.0","Valvular disease"
"270952010","A52.0","Valvular disease"
"270963013","A52.0","Valvular disease"
"270965018","A52.0","Valvular disease"
"270966017","A52.0","Valvular disease"
"270967014","A52.0","Valvular disease"
"270968016","A52.0","Valvular disease"
"270980012","A52.0","Valvular disease"
"270981011","A52.0","Valvular disease"
"270982016","A52.0","Valvular disease"
"270983014","A52.0","Valvular disease"
"270987010","A52.0","Valvular disease"
"270988017","A52.0","Valvular disease"
"270993019","A52.0","Valvular disease"
"270994013","A52.0","Valvular disease"
"270995014","A52.0","Valvular disease"
"270996010","A52.0","Valvular disease"
"270997018","A52.0","Valvular disease"
"270998011","A52.0","Valvular disease"
"270999015","A52.0","Valvular disease"
"271000016","A52.0","Valvular disease"
"271001017","A52.0","Valvular disease"
"271002012","A52.0","Valvular disease"
"271003019","A52.0","Valvular disease"
"271005014","A52.0","Valvular disease"
"271006010","A52.0","Valvular disease"
"271010013","A52.0","Valvular disease"
"271011012","A52.0","Valvular disease"
"271012017","A52.0","Valvular disease"
"271015015","A52.0","Valvular disease"
"271016019","A52.0","Valvular disease"
"271020015","A52.0","Valvular disease"
"271022011","A52.0","Valvular disease"
"271027017","A52.0","Valvular disease"
"271028010","A52.0","Valvular disease"
"271029019","A52.0","Valvular disease"
"271030012","A52.0","Valvular disease"
"271036018","A52.0","Valvular disease"
"271038017","A52.0","Valvular disease"
"271039013","A52.0","Valvular disease"
"271043012","A52.0","Valvular disease"
"271044018","A52.0","Valvular disease"
"271045017","A52.0","Valvular disease"
"271046016","A52.0","Valvular disease"
"271052015","A52.0","Valvular disease"
"271062010","A52.0","Valvular disease"
"271064011","A52.0","Valvular disease"
"271066013","A52.0","Valvular disease"
"271184013","A52.0","Valvular disease"
"2776311000006119","A52.0","Valvular disease"
"2776321000006110","A52.0","Valvular disease"
"2776331000006113","A52.0","Valvular disease"
"2903301000006111","A52.0","Valvular disease"
"2919561000006117","A52.0","Valvular disease"
"2919571000006112","A52.0","Valvular disease"
"2943041000006115","A52.0","Valvular disease"
"297491000006116","A52.0","Valvular disease"
"297501000006112","A52.0","Valvular disease"
"299591014","A52.0","Valvular disease"
"299592019","A52.0","Valvular disease"
"299593012","A52.0","Valvular disease"
"299596016","A52.0","Valvular disease"
"299602018","A52.0","Valvular disease"
"299604017","A52.0","Valvular disease"
"299605016","A52.0","Valvular disease"
"299606015","A52.0","Valvular disease"
"299610017","A52.0","Valvular disease"
"299611018","A52.0","Valvular disease"
"299612013","A52.0","Valvular disease"
"299613015","A52.0","Valvular disease"
"299614014","A52.0","Valvular disease"
